user,title,price,bed,bedroom,bathroom,guest_adult,guest_kid,guest_pet,stay_type,description,latitude,longitude
16772,쿨한집,91330,5,2,2,4,5,2,1,제주도쿨한집,-62.845122,127.312677
16773,힙한집,44773,6,4,2,5,5,2,1,제주도힙한집,66.30493,-121.01938
16774,ㅋㅋ집,70084,4,5,2,1,2,7,2,제주도ㅋㅋ집,68.756703,98.069336
16775,ㅎㅎ집,68017,5,2,2,2,2,4,2,제주도ㅎㅎ집,5.310312,-33.779447
16776,ㅁㅁ집,33780,5,2,3,2,5,3,4,제주도ㅁㅁ집,9.528265,-144.820484
16777,멋진집,111632,8,2,3,3,5,7,3,제주도멋진집,-23.849294,53.444643
16778,쿨한집,88573,9,2,2,6,5,2,4,제주도쿨한집,-34.092947,-178.231459
16779,힙한집,58707,6,4,2,1,3,2,1,제주도힙한집,-14.462022,96.624988
16780,ㅋㅋ집,66569,3,5,2,4,3,7,4,제주도ㅋㅋ집,-45.762028,162.851016
16781,ㅎㅎ집,104872,6,5,4,1,3,5,2,제주도ㅎㅎ집,63.456563,-101.156515
16782,ㅁㅁ집,59707,7,2,4,1,4,4,1,제주도ㅁㅁ집,5.743324,-10.464149
16783,멋진집,117610,4,3,3,3,3,7,2,제주도멋진집,-31.250161,-108.562995
16784,쿨한집,69520,5,2,4,6,5,4,1,제주도쿨한집,55.760097,-2.249038
16785,힙한집,82352,5,5,4,6,2,6,2,제주도힙한집,86.431439,9.13249
16786,ㅋㅋ집,79927,8,5,3,2,5,7,4,제주도ㅋㅋ집,34.262385,-41.313492
16787,ㅎㅎ집,77565,6,2,4,5,3,5,2,제주도ㅎㅎ집,-40.718656,-126.328431
16788,ㅁㅁ집,85550,8,2,4,1,2,4,1,제주도ㅁㅁ집,89.739672,-37.107613
16789,멋진집,35268,7,2,4,1,3,2,4,제주도멋진집,-7.810251,124.772433
16790,쿨한집,66206,4,4,2,4,5,5,3,제주도쿨한집,-39.759642,-153.449021
16791,힙한집,54072,8,4,4,1,4,6,2,제주도힙한집,-78.752189,-113.070925
16792,ㅋㅋ집,68608,9,3,3,4,5,4,4,제주도ㅋㅋ집,-80.775461,-146.67513
16793,ㅎㅎ집,125442,9,2,2,6,2,6,2,제주도ㅎㅎ집,8.819991,142.264202
16794,ㅁㅁ집,63529,5,2,3,1,4,6,3,제주도ㅁㅁ집,36.773181,97.921705
16795,멋진집,54734,5,2,2,6,5,7,2,제주도멋진집,12.896723,118.313655
16796,쿨한집,85870,3,5,3,1,2,6,4,제주도쿨한집,62.207953,50.819916
16797,힙한집,33544,4,5,3,4,2,7,4,제주도힙한집,55.10984,-71.764617
16798,ㅋㅋ집,126470,4,4,2,6,2,3,1,제주도ㅋㅋ집,-22.615794,103.279952
16799,ㅎㅎ집,84046,4,4,4,5,3,3,1,제주도ㅎㅎ집,-57.849299,10.637828
16800,ㅁㅁ집,38810,8,2,4,6,5,7,2,제주도ㅁㅁ집,52.489705,-13.228726
16801,멋진집,116907,8,5,2,5,4,5,4,제주도멋진집,24.278411,86.268418
16802,쿨한집,106922,9,3,2,3,4,7,4,제주도쿨한집,81.335729,33.346181
16803,힙한집,47494,5,5,4,5,5,5,4,제주도힙한집,10.522061,-43.42413
16804,ㅋㅋ집,119045,4,3,3,1,5,3,2,제주도ㅋㅋ집,-89.349063,-101.517712
16805,ㅎㅎ집,108816,4,3,4,1,5,6,1,제주도ㅎㅎ집,60.507911,-79.832138
16806,ㅁㅁ집,126621,4,5,2,6,2,3,3,제주도ㅁㅁ집,89.128864,103.817354
16807,멋진집,100008,6,3,3,5,3,7,2,제주도멋진집,29.083543,-158.938875
16808,쿨한집,81702,8,5,4,1,2,3,4,제주도쿨한집,-75.152284,155.457674
16809,힙한집,65156,3,3,4,4,2,5,1,제주도힙한집,-77.36694,179.122051
16810,ㅋㅋ집,125274,9,2,3,6,2,4,1,제주도ㅋㅋ집,-6.351008,-51.275002
16811,ㅎㅎ집,115570,7,4,4,5,4,5,2,제주도ㅎㅎ집,-70.191114,138.105174
16812,ㅁㅁ집,101649,9,4,3,3,4,6,2,제주도ㅁㅁ집,52.163813,160.012586
16813,멋진집,78798,4,3,4,5,5,6,3,제주도멋진집,-1.96166,-41.777662
16814,쿨한집,52976,8,2,4,1,3,5,4,제주도쿨한집,-4.988448,-58.331736
16815,힙한집,77146,3,5,2,1,5,6,1,제주도힙한집,18.350713,14.3497
16816,ㅋㅋ집,75985,8,2,4,1,5,2,1,제주도ㅋㅋ집,-89.576827,-49.543167
16817,ㅎㅎ집,37315,4,2,3,3,3,5,1,제주도ㅎㅎ집,-8.3707,-77.939199
16818,ㅁㅁ집,119049,6,4,3,3,5,4,1,제주도ㅁㅁ집,-52.114361,121.246377
16819,멋진집,99080,7,5,4,4,5,3,1,제주도멋진집,-59.797866,-95.955402
16820,쿨한집,50039,8,2,2,4,5,7,2,제주도쿨한집,17.647739,-4.692169
16821,힙한집,95397,9,4,4,5,5,2,2,제주도힙한집,-30.314287,-20.364753
16822,ㅋㅋ집,118472,7,5,2,3,4,5,1,제주도ㅋㅋ집,-51.079449,-69.664736
16823,ㅎㅎ집,97715,7,5,3,4,3,3,4,제주도ㅎㅎ집,-38.807567,18.778806
16824,ㅁㅁ집,73473,3,2,4,5,2,2,3,제주도ㅁㅁ집,-28.243538,-136.569193
16825,멋진집,69763,7,5,2,6,5,4,2,제주도멋진집,66.470741,105.547986
16826,쿨한집,31867,6,2,2,1,2,3,1,제주도쿨한집,88.873069,-131.576532
16827,힙한집,120249,3,3,3,3,3,7,2,제주도힙한집,75.395993,-79.826933
16828,ㅋㅋ집,38098,4,4,3,1,5,2,2,제주도ㅋㅋ집,-13.363532,87.700347
16829,ㅎㅎ집,41442,7,5,3,3,4,7,2,제주도ㅎㅎ집,2.661617,55.492908
16830,ㅁㅁ집,35254,9,2,2,5,4,6,3,제주도ㅁㅁ집,9.130846,142.042709
16831,멋진집,126683,5,3,4,4,2,7,1,제주도멋진집,8.787632,94.87659
16832,쿨한집,109713,7,2,3,1,4,4,4,제주도쿨한집,-87.622445,-71.277476
16833,힙한집,67937,4,4,4,1,5,3,2,제주도힙한집,-21.016196,-176.71712
16834,ㅋㅋ집,61768,9,4,3,5,3,2,4,제주도ㅋㅋ집,15.550096,-159.60111
16835,ㅎㅎ집,95207,4,2,4,3,5,4,2,제주도ㅎㅎ집,-74.643601,-91.407373
16836,ㅁㅁ집,42462,5,3,2,5,2,6,3,제주도ㅁㅁ집,-72.753758,90.352304
16837,멋진집,66108,7,3,4,1,4,7,4,제주도멋진집,-44.127943,112.177657
16838,쿨한집,129166,3,2,4,2,2,6,2,제주도쿨한집,73.873219,21.629416
16839,힙한집,87513,5,4,3,5,2,3,4,제주도힙한집,-16.106278,59.490423
16840,ㅋㅋ집,56187,5,4,4,4,5,4,4,제주도ㅋㅋ집,76.885919,20.186083
16841,ㅎㅎ집,125529,6,3,4,3,3,7,4,제주도ㅎㅎ집,-69.45192,-154.970067
16842,ㅁㅁ집,84069,9,3,3,2,2,3,2,제주도ㅁㅁ집,-59.535137,-30.316605
16843,멋진집,67204,5,2,2,2,3,5,1,제주도멋진집,78.300806,-138.755771
16844,쿨한집,64691,7,3,2,5,4,5,2,제주도쿨한집,12.264591,-154.095354
16845,힙한집,51627,7,4,2,4,4,4,2,제주도힙한집,-43.404001,-144.224623
16846,ㅋㅋ집,116793,6,3,4,1,2,5,2,제주도ㅋㅋ집,-70.297583,-27.358901
16847,ㅎㅎ집,111902,3,2,3,4,2,2,1,제주도ㅎㅎ집,-57.985992,-157.927504
16848,ㅁㅁ집,66051,7,5,4,6,4,2,1,제주도ㅁㅁ집,-17.947884,-147.712878
16849,멋진집,118100,4,4,4,4,3,4,1,제주도멋진집,77.933234,149.049927
16850,쿨한집,69039,4,5,3,1,5,6,2,제주도쿨한집,-14.920333,-119.640112
16851,힙한집,97576,9,4,2,6,5,3,1,제주도힙한집,68.025859,128.533444
16852,ㅋㅋ집,44813,8,5,4,6,2,3,2,제주도ㅋㅋ집,87.393697,133.911697
16853,ㅎㅎ집,128855,8,4,4,5,2,5,2,제주도ㅎㅎ집,49.015737,-114.774284
16854,ㅁㅁ집,90803,8,5,3,6,4,3,3,제주도ㅁㅁ집,24.930019,62.653726
16855,멋진집,62293,9,2,4,3,2,3,3,제주도멋진집,9.983292,131.465918
16856,쿨한집,90362,7,2,3,5,3,6,4,제주도쿨한집,-32.543173,65.004442
16857,힙한집,51240,9,2,4,5,3,4,3,제주도힙한집,-73.816987,24.914576
16858,ㅋㅋ집,102582,7,5,4,2,3,7,1,제주도ㅋㅋ집,55.648266,8.783935
16859,ㅎㅎ집,75772,7,4,2,4,5,4,2,제주도ㅎㅎ집,46.973584,86.347223
16860,ㅁㅁ집,105723,8,3,2,6,5,7,3,제주도ㅁㅁ집,-27.336109,-129.40741
16861,멋진집,84269,7,3,3,6,2,3,2,제주도멋진집,-58.760295,29.99622
16862,쿨한집,84270,3,3,3,1,2,5,1,제주도쿨한집,-54.612375,84.859101
16863,힙한집,51017,9,4,3,4,5,4,1,제주도힙한집,-5.137679,-178.527487
16864,ㅋㅋ집,66749,9,3,3,3,4,2,4,제주도ㅋㅋ집,19.182759,102.06414
16865,ㅎㅎ집,68317,4,4,2,4,3,4,3,제주도ㅎㅎ집,-32.313016,-112.514478
16866,ㅁㅁ집,43118,7,3,3,2,4,7,4,제주도ㅁㅁ집,89.431355,-22.187774
16867,멋진집,34801,8,2,4,2,2,3,1,제주도멋진집,-49.573252,-145.256927
16868,쿨한집,92866,8,2,4,4,3,5,3,제주도쿨한집,83.032984,95.430918
16869,힙한집,125997,4,4,2,6,5,7,1,제주도힙한집,-37.541683,38.06167
16870,ㅋㅋ집,109681,7,2,4,5,2,7,4,제주도ㅋㅋ집,74.785987,-97.056099
16871,ㅎㅎ집,104859,6,4,3,1,3,3,1,제주도ㅎㅎ집,21.031672,-6.516353
16872,ㅁㅁ집,107482,8,4,3,4,4,2,2,제주도ㅁㅁ집,45.075247,-157.962498
16873,멋진집,47903,3,4,2,2,2,2,3,제주도멋진집,-48.41933,72.839272
16874,쿨한집,72904,8,3,2,2,2,4,1,제주도쿨한집,-33.984229,-143.409988
16875,힙한집,83395,8,2,2,6,4,3,1,제주도힙한집,42.223969,-88.408174
16876,ㅋㅋ집,98672,7,3,4,2,2,3,1,제주도ㅋㅋ집,-80.813023,-30.846253
16877,ㅎㅎ집,101418,9,5,2,5,3,5,1,제주도ㅎㅎ집,66.873531,-90.030204
16878,ㅁㅁ집,93344,8,3,2,3,3,4,1,제주도ㅁㅁ집,86.935717,176.293426
16879,멋진집,48903,3,4,4,6,5,4,4,제주도멋진집,78.375777,144.455244
16880,쿨한집,38883,6,4,2,5,3,2,1,제주도쿨한집,-14.912958,151.833972
16881,힙한집,45969,5,5,2,4,2,7,3,제주도힙한집,-87.385353,-103.080936
16882,ㅋㅋ집,126943,4,4,2,3,4,7,4,제주도ㅋㅋ집,43.50311,-52.07106
16883,ㅎㅎ집,91230,7,3,3,4,5,7,1,제주도ㅎㅎ집,-62.614765,14.455243
16884,ㅁㅁ집,86195,7,2,3,6,2,5,2,제주도ㅁㅁ집,-55.442165,-22.378769
16885,멋진집,83951,4,2,4,5,3,7,3,제주도멋진집,66.042665,144.774717
16886,쿨한집,50881,6,2,2,3,2,5,1,제주도쿨한집,22.095197,52.551301
16887,힙한집,108476,8,5,3,1,4,4,1,제주도힙한집,9.447601,178.50834
16888,ㅋㅋ집,69050,3,3,4,3,4,3,4,제주도ㅋㅋ집,-14.777068,142.120281
16889,ㅎㅎ집,62897,3,5,3,4,2,4,1,제주도ㅎㅎ집,53.633301,-12.304854
16890,ㅁㅁ집,107742,6,3,4,1,5,2,3,제주도ㅁㅁ집,84.333309,-124.693545
16891,멋진집,88541,3,5,2,5,4,3,2,제주도멋진집,82.038472,13.979804
16892,쿨한집,51395,8,2,2,3,5,6,2,제주도쿨한집,-10.426095,-93.841779
16893,힙한집,71587,5,5,2,4,4,2,3,제주도힙한집,-3.722807,93.619278
16894,ㅋㅋ집,74529,5,4,4,3,2,2,1,제주도ㅋㅋ집,24.711296,24.566351
16895,ㅎㅎ집,52999,6,4,4,1,4,5,2,제주도ㅎㅎ집,68.50472,170.436344
16896,ㅁㅁ집,85821,3,2,2,1,5,2,1,제주도ㅁㅁ집,8.599885,154.197239
16897,멋진집,40426,9,3,4,5,3,5,2,제주도멋진집,-59.19623,-168.385499
16898,쿨한집,119080,3,2,2,1,3,6,3,제주도쿨한집,-39.491064,-8.481975
16899,힙한집,66445,7,5,2,6,5,7,2,제주도힙한집,-3.962279,-167.912223
16900,ㅋㅋ집,88538,5,2,2,6,3,3,1,제주도ㅋㅋ집,-30.841344,118.858914
16901,ㅎㅎ집,64743,8,5,2,5,2,7,1,제주도ㅎㅎ집,-67.262921,-93.252423
16902,ㅁㅁ집,127934,4,4,4,6,5,5,1,제주도ㅁㅁ집,84.818549,-121.241987
16903,멋진집,30620,3,3,4,5,2,6,2,제주도멋진집,70.307286,79.400315
16904,쿨한집,111962,4,4,4,3,3,7,3,제주도쿨한집,-77.861723,157.865165
16905,힙한집,118572,3,2,2,2,5,3,1,제주도힙한집,35.735823,-154.878511
16906,ㅋㅋ집,77005,9,5,4,6,5,7,2,제주도ㅋㅋ집,-7.014338,-58.986558
16907,ㅎㅎ집,89310,4,5,2,1,3,7,4,제주도ㅎㅎ집,48.663624,-71.753025
16908,ㅁㅁ집,48147,6,3,2,1,4,4,1,제주도ㅁㅁ집,-75.506704,7.395965
16909,멋진집,116035,9,2,3,4,5,4,3,제주도멋진집,46.861283,129.72888
16910,쿨한집,69151,7,4,3,2,4,7,4,제주도쿨한집,-89.637602,111.931376
16911,힙한집,67403,9,5,3,3,3,2,2,제주도힙한집,51.56866,-118.90657
16912,ㅋㅋ집,69506,7,3,2,1,2,4,2,제주도ㅋㅋ집,62.399835,-110.190574
16913,ㅎㅎ집,107629,8,5,2,2,3,2,2,제주도ㅎㅎ집,-6.36681,92.030397
16914,ㅁㅁ집,81268,5,2,2,1,4,2,2,제주도ㅁㅁ집,84.994664,97.948476
16915,멋진집,55487,7,2,3,2,4,7,3,제주도멋진집,82.796796,67.100308
16916,쿨한집,101975,6,3,3,3,5,5,1,제주도쿨한집,45.058968,163.865202
16917,힙한집,69515,7,3,2,6,2,3,4,제주도힙한집,-51.224912,-65.325697
16918,ㅋㅋ집,47559,3,5,2,5,5,2,4,제주도ㅋㅋ집,2.712147,163.573207
16919,ㅎㅎ집,129938,9,2,4,3,4,3,1,제주도ㅎㅎ집,12.949214,-43.344016
16920,ㅁㅁ집,30212,8,5,4,6,3,4,2,제주도ㅁㅁ집,-10.912043,-47.962801
16921,멋진집,55311,7,3,3,5,4,4,3,제주도멋진집,81.617013,97.531423
16922,쿨한집,55382,9,2,2,2,5,6,3,제주도쿨한집,-85.93747,171.983108
16923,힙한집,67753,9,4,3,4,4,2,3,제주도힙한집,-52.045282,50.736491
16924,ㅋㅋ집,54432,7,5,4,2,3,3,4,제주도ㅋㅋ집,-68.02591,162.19729
16925,ㅎㅎ집,31993,7,4,4,1,5,7,2,제주도ㅎㅎ집,1.31485,102.227281
16926,ㅁㅁ집,45374,4,3,3,3,2,5,4,제주도ㅁㅁ집,12.629215,-139.339794
16927,멋진집,75186,4,5,2,2,5,4,3,제주도멋진집,-45.516047,-133.377873
16928,쿨한집,54087,7,4,3,4,2,6,4,제주도쿨한집,19.725997,-60.103248
16929,힙한집,114126,6,2,2,1,3,7,2,제주도힙한집,56.362054,-20.388871
16930,ㅋㅋ집,88529,8,3,2,2,3,4,3,제주도ㅋㅋ집,-27.505706,163.857563
16931,ㅎㅎ집,99769,6,3,3,2,3,4,2,제주도ㅎㅎ집,27.582799,48.883131
16932,ㅁㅁ집,64945,4,2,4,1,4,5,2,제주도ㅁㅁ집,8.642489,122.667475
16933,멋진집,43982,4,3,2,6,2,2,4,제주도멋진집,-42.689182,40.109362
16934,쿨한집,59487,4,2,2,4,4,3,1,제주도쿨한집,38.956357,122.01068
16935,힙한집,36393,3,2,2,6,5,2,4,제주도힙한집,22.334656,-151.820444
16936,ㅋㅋ집,42930,3,4,4,5,5,5,2,제주도ㅋㅋ집,-75.970854,-160.789457
16937,ㅎㅎ집,39041,8,4,3,5,3,2,3,제주도ㅎㅎ집,-34.813722,-31.331265
16938,ㅁㅁ집,37493,9,5,4,6,5,3,4,제주도ㅁㅁ집,51.085224,-57.222536
16939,멋진집,69895,3,5,4,6,4,4,1,제주도멋진집,70.990194,50.303371
16940,쿨한집,70678,3,5,4,6,4,6,2,제주도쿨한집,-70.272046,-75.965255
16941,힙한집,42861,7,3,4,2,5,2,1,제주도힙한집,36.768613,174.002325
16942,ㅋㅋ집,44311,4,3,4,1,4,5,3,제주도ㅋㅋ집,-42.706556,139.210966
16943,ㅎㅎ집,118895,4,3,2,4,2,6,4,제주도ㅎㅎ집,89.757061,104.023483
16944,ㅁㅁ집,60854,3,5,4,6,4,7,4,제주도ㅁㅁ집,1.485568,-137.946735
16945,멋진집,70553,3,5,4,3,5,4,1,제주도멋진집,-0.26559,156.109438
16946,쿨한집,71855,6,3,2,6,5,7,4,제주도쿨한집,85.82701,-72.360681
16947,힙한집,58698,8,4,2,1,2,3,4,제주도힙한집,85.321023,-151.322565
16948,ㅋㅋ집,124087,4,5,4,5,5,7,4,제주도ㅋㅋ집,44.470831,97.841681
16949,ㅎㅎ집,35849,9,5,4,5,4,6,1,제주도ㅎㅎ집,65.590033,-103.452016
16950,ㅁㅁ집,61356,6,4,3,6,4,2,4,제주도ㅁㅁ집,10.925442,-138.852256
16951,멋진집,104637,3,2,4,3,5,2,4,제주도멋진집,-59.826238,-118.913957
16952,쿨한집,98733,8,4,2,5,5,3,1,제주도쿨한집,-89.337633,100.706231
16953,힙한집,83193,7,2,2,4,2,7,2,제주도힙한집,-3.603879,-117.303951
16954,ㅋㅋ집,70616,3,3,2,5,2,2,3,제주도ㅋㅋ집,52.373957,44.127544
16955,ㅎㅎ집,31455,8,2,4,4,3,4,2,제주도ㅎㅎ집,67.951637,-13.749707
16956,ㅁㅁ집,84745,7,4,3,6,2,4,1,제주도ㅁㅁ집,-44.637722,-110.593884
16957,멋진집,125336,7,2,3,5,5,4,3,제주도멋진집,82.473784,70.246975
16958,쿨한집,106214,8,2,4,1,5,3,1,제주도쿨한집,1.268235,139.177662
16959,힙한집,89264,4,5,4,6,5,5,4,제주도힙한집,5.243482,-132.577491
16960,ㅋㅋ집,84521,5,3,3,1,3,3,2,제주도ㅋㅋ집,23.75203,29.319233
16961,ㅎㅎ집,104585,6,5,2,4,2,4,2,제주도ㅎㅎ집,-57.400541,-132.559828
16962,ㅁㅁ집,103483,7,3,3,6,5,2,2,제주도ㅁㅁ집,-41.965196,-20.285625
16963,멋진집,52007,5,2,4,4,2,2,3,제주도멋진집,84.704511,-151.473335
16964,쿨한집,129908,9,5,2,4,5,3,4,제주도쿨한집,-41.808173,-59.963984
16965,힙한집,54175,9,3,4,1,2,3,2,제주도힙한집,-74.363233,90.037668
16966,ㅋㅋ집,108687,6,5,3,5,5,7,4,제주도ㅋㅋ집,40.097849,179.96529
16967,ㅎㅎ집,100563,6,5,2,2,5,4,3,제주도ㅎㅎ집,-44.182739,5.535441
16968,ㅁㅁ집,66420,8,3,3,5,3,5,1,제주도ㅁㅁ집,44.874988,132.811181
16969,멋진집,35120,8,5,3,2,5,6,3,제주도멋진집,13.12016,-172.185805
16970,쿨한집,54998,9,5,4,1,5,4,2,제주도쿨한집,-53.944198,-111.406187
16971,힙한집,99275,5,3,3,5,2,5,3,제주도힙한집,84.269422,-6.705349
16972,ㅋㅋ집,73256,3,4,2,6,5,5,3,제주도ㅋㅋ집,34.483834,-145.001262
16973,ㅎㅎ집,63507,8,5,3,1,3,2,2,제주도ㅎㅎ집,35.996542,121.336509
16974,ㅁㅁ집,126732,7,3,2,5,5,3,4,제주도ㅁㅁ집,-69.1712,-36.979098
16975,멋진집,72133,7,4,4,1,2,4,2,제주도멋진집,48.672281,30.418093
16976,쿨한집,120823,6,4,2,1,3,6,1,제주도쿨한집,-64.346091,112.540769
16977,힙한집,123318,7,3,4,3,5,4,1,제주도힙한집,-34.452579,-87.934692
16978,ㅋㅋ집,74736,9,2,2,6,5,7,3,제주도ㅋㅋ집,31.960707,68.580946
16979,ㅎㅎ집,122772,6,2,3,2,3,7,4,제주도ㅎㅎ집,-35.777477,47.259223
16980,ㅁㅁ집,106283,6,4,2,4,2,3,3,제주도ㅁㅁ집,-67.661516,91.775869
16981,멋진집,80690,4,3,4,4,3,2,1,제주도멋진집,-1.544395,139.321068
16982,쿨한집,79941,5,3,2,1,3,5,3,제주도쿨한집,51.107104,-110.030878
16983,힙한집,71078,9,4,4,6,5,6,2,제주도힙한집,-83.086156,50.598282
16984,ㅋㅋ집,61994,7,4,4,4,2,3,1,제주도ㅋㅋ집,-43.424683,88.278407
16985,ㅎㅎ집,76968,4,5,2,3,5,7,3,제주도ㅎㅎ집,-70.953173,-45.587151
16986,ㅁㅁ집,61743,8,5,2,3,5,3,3,제주도ㅁㅁ집,-63.286766,22.007802
16987,멋진집,98444,8,5,4,4,2,3,2,제주도멋진집,89.03395,153.56683
16988,쿨한집,101764,9,3,4,1,5,3,3,제주도쿨한집,-43.307002,53.135082
16989,힙한집,79910,8,3,3,6,5,7,3,제주도힙한집,27.928099,85.236976
16990,ㅋㅋ집,93262,7,5,2,6,4,2,4,제주도ㅋㅋ집,-6.016382,102.579843
16991,ㅎㅎ집,103564,5,2,3,1,4,6,1,제주도ㅎㅎ집,-23.06375,20.464054
16992,ㅁㅁ집,55453,9,4,3,2,5,4,2,제주도ㅁㅁ집,-82.345776,146.010674
16993,멋진집,115120,4,2,3,3,4,4,4,제주도멋진집,-14.438993,13.910195
16994,쿨한집,116456,4,4,3,5,2,3,4,제주도쿨한집,66.467681,-77.352898
16995,힙한집,71150,9,3,2,1,4,2,4,제주도힙한집,-14.545422,3.502369
16996,ㅋㅋ집,43779,7,2,2,6,5,6,3,제주도ㅋㅋ집,-24.981446,-160.450006
16997,ㅎㅎ집,83070,6,2,4,5,4,2,1,제주도ㅎㅎ집,31.749569,145.510046
16998,ㅁㅁ집,46650,5,5,4,4,2,2,4,제주도ㅁㅁ집,89.933347,-163.407444
16999,멋진집,47070,9,5,4,3,4,2,2,제주도멋진집,49.833101,-77.847715
17000,쿨한집,61997,9,2,4,2,3,3,3,제주도쿨한집,-63.082663,151.108534
17001,힙한집,90998,8,4,3,1,4,4,2,제주도힙한집,-52.411346,-12.24757
17002,ㅋㅋ집,118272,7,5,3,1,2,6,3,제주도ㅋㅋ집,53.673313,40.695017
17003,ㅎㅎ집,95138,4,4,4,6,4,7,4,제주도ㅎㅎ집,5.67254,15.639752
17004,ㅁㅁ집,73732,3,3,3,5,4,2,1,제주도ㅁㅁ집,-50.53131,-114.500456
17005,멋진집,93512,9,5,2,6,4,5,3,제주도멋진집,-74.889583,-110.555146
17006,쿨한집,51367,8,4,4,6,3,4,2,제주도쿨한집,-3.013718,148.36542
17007,힙한집,83158,4,2,3,2,4,3,1,제주도힙한집,-79.852304,45.281535
17008,ㅋㅋ집,64319,5,4,4,1,3,4,1,제주도ㅋㅋ집,10.220516,36.390577
17009,ㅎㅎ집,40931,4,3,2,3,5,7,4,제주도ㅎㅎ집,61.682553,139.811081
17010,ㅁㅁ집,111999,8,3,3,5,4,6,1,제주도ㅁㅁ집,-40.701898,-112.15568
17011,멋진집,108813,5,3,4,6,3,5,2,제주도멋진집,-6.369828,-44.272616
17012,쿨한집,66811,7,4,2,1,2,4,3,제주도쿨한집,-48.50527,-5.822069
17013,힙한집,80162,9,3,2,4,3,7,2,제주도힙한집,61.153646,131.290967
17014,ㅋㅋ집,98627,7,3,2,2,5,5,2,제주도ㅋㅋ집,-68.764517,121.380254
17015,ㅎㅎ집,129583,6,2,3,1,2,3,1,제주도ㅎㅎ집,-60.14585,122.810389
17016,ㅁㅁ집,53190,5,4,4,6,4,4,1,제주도ㅁㅁ집,60.916064,144.612542
17017,멋진집,39361,7,5,2,2,4,2,2,제주도멋진집,-8.192789,155.177189
17018,쿨한집,111368,5,2,3,1,3,5,2,제주도쿨한집,-79.062491,14.479088
17019,힙한집,105152,9,3,4,1,3,2,3,제주도힙한집,14.891937,100.589675
17020,ㅋㅋ집,78363,8,5,2,4,5,5,3,제주도ㅋㅋ집,-0.056148,95.146493
17021,ㅎㅎ집,54675,3,5,2,2,3,3,3,제주도ㅎㅎ집,-37.622459,-47.541928
17022,ㅁㅁ집,51277,3,3,4,5,4,5,3,제주도ㅁㅁ집,74.987948,149.634787
17023,멋진집,95586,4,5,2,5,5,6,4,제주도멋진집,10.459848,131.302563
17024,쿨한집,75131,4,5,2,1,3,4,4,제주도쿨한집,22.885516,-145.085693
17025,힙한집,65017,9,2,3,4,3,7,2,제주도힙한집,-38.303249,-178.506149
17026,ㅋㅋ집,52823,3,3,4,3,3,5,2,제주도ㅋㅋ집,16.573883,121.022247
17027,ㅎㅎ집,84081,7,4,4,6,3,2,4,제주도ㅎㅎ집,-24.54593,59.326002
17028,ㅁㅁ집,124621,3,3,2,3,4,2,4,제주도ㅁㅁ집,-71.344517,99.458707
17029,멋진집,109160,9,3,3,3,4,5,1,제주도멋진집,64.983927,129.661325
17030,쿨한집,74253,4,4,3,1,4,2,2,제주도쿨한집,44.823961,64.953304
17031,힙한집,109187,4,2,3,2,5,6,4,제주도힙한집,1.119853,-106.120044
17032,ㅋㅋ집,68554,8,3,4,4,5,3,3,제주도ㅋㅋ집,-84.546478,12.755741
17033,ㅎㅎ집,108330,8,5,4,6,5,2,1,제주도ㅎㅎ집,60.353649,-152.140345
17034,ㅁㅁ집,57797,7,2,3,6,2,4,3,제주도ㅁㅁ집,-1.247875,-164.532817
17035,멋진집,98140,7,3,2,5,3,6,3,제주도멋진집,39.886427,175.088212
17036,쿨한집,87237,3,2,4,2,5,4,3,제주도쿨한집,74.571591,-83.210408
17037,힙한집,107054,9,2,3,1,3,3,4,제주도힙한집,72.812559,-175.221878
17038,ㅋㅋ집,124465,7,5,3,1,3,3,1,제주도ㅋㅋ집,-13.169539,125.247057
17039,ㅎㅎ집,90310,8,2,2,1,4,4,2,제주도ㅎㅎ집,25.653905,114.144955
17040,ㅁㅁ집,40314,8,3,4,6,4,4,3,제주도ㅁㅁ집,-86.30155,12.872488
17041,멋진집,75170,6,5,2,5,2,3,4,제주도멋진집,59.829008,-17.91593
17042,쿨한집,86649,9,2,2,2,5,2,1,제주도쿨한집,38.937232,-40.875287
17043,힙한집,127770,8,3,2,6,5,4,2,제주도힙한집,24.197277,80.718057
17044,ㅋㅋ집,56089,3,3,2,3,2,6,1,제주도ㅋㅋ집,22.376504,69.100758
17045,ㅎㅎ집,44737,7,2,4,2,3,4,2,제주도ㅎㅎ집,-17.497617,122.197508
17046,ㅁㅁ집,45851,8,5,2,5,5,4,1,제주도ㅁㅁ집,51.274175,10.755574
17047,멋진집,68563,5,5,2,6,2,5,2,제주도멋진집,-53.643357,-0.646755
17048,쿨한집,59618,3,5,4,6,2,7,2,제주도쿨한집,-77.324638,-85.216948
17049,힙한집,66977,6,5,3,4,4,6,3,제주도힙한집,-20.575112,-42.923769
17050,ㅋㅋ집,92509,8,2,3,4,4,6,2,제주도ㅋㅋ집,66.819362,-87.383372
17051,ㅎㅎ집,47552,7,3,4,1,3,2,2,제주도ㅎㅎ집,-56.188397,-128.474349
17052,ㅁㅁ집,49789,7,2,3,3,4,7,3,제주도ㅁㅁ집,66.68194,-174.627657
17053,멋진집,126456,7,5,2,1,4,7,4,제주도멋진집,-13.479825,9.443556
17054,쿨한집,40300,8,2,3,2,4,2,4,제주도쿨한집,83.980026,65.300245
